row_id,ambiguous_query,patient_context,ground_truth,label,food_phrase,decision,agent_state,family_name,max_belief,n_hypotheses_init,n_hypotheses_final,entropy_init,entropy_final,candidates_init,candidates_final,turns,stop_reason,abstained,question_log,clarified_query,response,label_binary,pred_binary,correct,entropy_reduction
414,Is spicy ramen advisable for my stomach issues?,GERD,GERD,not_okay,spicy ramen advisable,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Soy Allergy""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Gastritis""}]","[{""name"": ""Gastroesophageal Reflux Disease""}]",9,confirmed_risky,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:249c320bb97f"", ""name"": ""Soy Allergy"", ""question"": ""Do you have Soy Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is spicy ramen advisable for my stomach issues?
Clarification answers:
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Soy Allergy: No
  - Gastroesophageal Reflux Disease: Yes

KG risk conditions: Gastroesophageal Reflux Disease.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
415,I want to try tofu stir-fry. Is it recommended?,hypothyroidism,hypothyroidism,okay,tofu stir-fry. is it,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Soy Allergy""}, {""name"": ""Celiac Disease""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Gastroparesis""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Obesity""}, {""name"": ""Gastroesophageal Reflux Disease""}]","[{""name"": ""End-Stage Renal Disease""}, {""name"": ""Obesity""}, {""name"": ""Gastroesophageal Reflux Disease""}]",9,belief_concentrated,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:249c320bb97f"", ""name"": ""Soy Allergy"", ""question"": ""Do you have Soy Allergy?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:6c47ba2e8266"", ""name"": ""Celiac Disease"", ""question"": ""Do you have Celiac Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:53498b75730e"", ""name"": ""Non-Celiac Gluten Sensitivity"", ""question"": ""Do you have Non-Celiac Gluten Sensitivity?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:45dd652035fd"", ""name"": ""Non-Alcoholic Fatty Liver Disease"", ""question"": ""Do you have Non-Alcoholic Fatty Liver Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: I want to try tofu stir-fry. Is it recommended?
Clarification answers:
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Wheat Allergy: No
  - Soy Allergy: No
  - Celiac Disease: No
  - Non-Celiac Gluten Sensitivity: No
  - Gastroparesis: No
  - Non-Alcoholic Fatty Liver Disease: No

KG risk conditions: End-Stage Renal Disease, Obesity, Gastroesophageal Reflux Disease.",OKAY,OKAY,OKAY,True,2.0
416,Is buttered popcorn a safe snack?,high cholesterol,high cholesterol,not_okay,buttered popcorn a safe snack,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Hypercholesterolemia""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]",9,belief_concentrated,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is buttered popcorn a safe snack?
Clarification answers:
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Milk Allergy: No

KG risk conditions: Hypercholesterolemia, Lactose Intolerance, Non-Alcoholic Fatty Liver Disease.",OKAY,NOT OKAY,OKAY,False,2.0
417,Should I skip orange juice with breakfast?,type 1 diabetes,type 1 diabetes,not_okay,should i skip orange juice with breakfast,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gastritis""}, {""name"": ""Crohn's Disease""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Obesity""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Peptic Ulcer Disease""}]","[{""name"": ""Type 1 Diabetes Mellitus""}]",4,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.5033, ""max_b"": 1.0}]","Food query: Should I skip orange juice with breakfast?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: Yes

KG risk conditions: Type 1 Diabetes Mellitus.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
418,Can I have a turkey burger for lunch?,prediabetes,prediabetes,okay,turkey burger,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Wheat Allergy""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}]","[{""name"": ""Prediabetes""}]",3,confirmed_risky,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Can I have a turkey burger for lunch?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: Yes

KG risk conditions: Prediabetes.",OKAY,OKAY,OKAY,True,3.585
419,Would eating strawberries be beneficial?,cardiovascular disease,cardiovascular disease,okay,strawberries,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Would eating strawberries be beneficial?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
420,Is it wise to consume mashed potatoes?,congestive heart failure,congestive heart failure,okay,mashed potatoes,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Hypertension""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}]","[{""name"": ""Congestive Heart Failure""}]",8,confirmed_risky,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": true, ""ig"": 0.7219, ""max_b"": 1.0}]","Food query: Is it wise to consume mashed potatoes?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Prediabetes: No
  - Hypertension: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: Yes

KG risk conditions: Congestive Heart Failure.",OKAY,OKAY,OKAY,True,3.585
421,I'm thinking about trying herbal tea. Is it safe?,IBS,IBS,okay,trying herbal tea. is it,OKAY,ANSWER,,0.0,0,0,0.0,0.0,[],[],0,all_denied,False,[],Food query: I'm thinking about trying herbal tea. Is it safe?,OKAY,OKAY,OKAY,True,0.0
422,Should I avoid gluten-free bread?,celiac disease,celiac disease,okay,gluten-free bread,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Celiac Disease""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}]","[{""name"": ""Celiac Disease""}]",9,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:6c47ba2e8266"", ""name"": ""Celiac Disease"", ""question"": ""Do you have Celiac Disease?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Should I avoid gluten-free bread?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Wheat Allergy: No
  - Celiac Disease: Yes

KG risk conditions: Celiac Disease.",OKAY,OKAY,OKAY,True,3.585
423,Is cheddar cheese alright to have with my meal?,lactose intolerance,lactose intolerance,okay,cheddar cheese alright to have,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Milk Allergy""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Lactose Intolerance""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Pregnancy""}]","[{""name"": ""Lactose Intolerance""}]",8,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:45dd652035fd"", ""name"": ""Non-Alcoholic Fatty Liver Disease"", ""question"": ""Do you have Non-Alcoholic Fatty Liver Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:6fd130b4219b"", ""name"": ""Lactose Intolerance"", ""question"": ""Do you have Lactose Intolerance?"", ""answer"": true, ""ig"": 0.7219, ""max_b"": 1.0}]","Food query: Is cheddar cheese alright to have with my meal?
Clarification answers:
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Coronary Artery Disease: No
  - Congestive Heart Failure: No
  - Hypercholesterolemia: No
  - Milk Allergy: No
  - Non-Alcoholic Fatty Liver Disease: No
  - Lactose Intolerance: Yes

KG risk conditions: Lactose Intolerance.",NOT OKAY,OKAY,NOT OKAY,False,3.585
424,Can I drink a smoothie with spinach and kale?,metabolic syndrome,metabolic syndrome,okay,smoothie with spinach and kale,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Nephrolithiasis""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Obesity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Gastroparesis""}]","[{""name"": ""Metabolic Syndrome""}]",7,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:3ed830bc276a"", ""name"": ""Nephrolithiasis"", ""question"": ""Do you have Nephrolithiasis?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:47568e204552"", ""name"": ""Metabolic Syndrome"", ""question"": ""Do you have Metabolic Syndrome?"", ""answer"": true, ""ig"": 0.65, ""max_b"": 1.0}]","Food query: Can I drink a smoothie with spinach and kale?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Chronic Kidney Disease: No
  - Nephrolithiasis: No
  - Metabolic Syndrome: Yes

KG risk conditions: Metabolic Syndrome.",OKAY,OKAY,OKAY,True,3.585
425,Is fried chicken an appropriate dinner option?,hypertension,hypertension,not_okay,fried chicken an,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Wheat Allergy""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}]","[{""name"": ""Hypertension""}]",5,confirmed_risky,False,"[{""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.5436, ""max_b"": 1.0}]","Food query: Is fried chicken an appropriate dinner option?
Clarification answers:
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: Yes

KG risk conditions: Hypertension.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
